,premise,hypothesis,label,premise_fr,hypothesis_fr
136,"A man is leading a Clydesdale up a hay road, within a Old Country.",A woman in a gray business suit is drinking tea.,2,"Un homme conduit une Clydesdale sur une route de foin, dans un ancien pays.",Une femme en costume d'affaires grise est en train de boire du thé.
137,"A man is leading a Clydesdale up a hay road, within a Old Country.",A man in a straw hat and overalls is walking with his horse up a country road.,1,"Un homme conduit une Clydesdale sur une route de foin, dans un ancien pays.",Un homme en chapeau de paille et d'ensemble marche avec son cheval sur une route de campagne.
138,A farmer fertilizing his garden with manure with a horse and wagon.,The man is fertilizering his garden.,0,Un agriculteur fertilisant son jardin avec du fumier avec un cheval et un wagon.,L'homme engraise son jardin.
139,A farmer fertilizing his garden with manure with a horse and wagon.,The man is on the city street with his horse and wagon.,2,Un agriculteur fertilisant son jardin avec du fumier avec un cheval et un wagon.,L'homme se trouve sur la rue de la ville avec son cheval et son wagon.
140,A farmer fertilizing his garden with manure with a horse and wagon.,The man is in an open field with a horse and wagon.,1,Un agriculteur fertilisant son jardin avec du fumier avec un cheval et un wagon.,L'homme se trouve dans un champ ouvert avec un cheval et un wagon.
141,A white horse is pulling a cart while a man stands and watches.,A horse is hauling goods.,1,Un cheval blanc tire une charrue alors qu'un homme se tient et regarde.,Un cheval transporte des marchandises.
142,A white horse is pulling a cart while a man stands and watches.,An animal is walking outside.,0,Un cheval blanc tire une charrue alors qu'un homme se tient et regarde.,Un animal marche à l'extérieur.
143,A white horse is pulling a cart while a man stands and watches.,A man is watching a horse race.,2,Un cheval blanc tire une charrue alors qu'un homme se tient et regarde.,Un homme regarde une course à cheval.
144,A small group of church-goers watch a choir practice.,A group watches a practice.,0,Un petit groupe de chrétiens regarde une pratique de choeur.,Un groupe regarde une pratique.
145,A small group of church-goers watch a choir practice.,A choir performs in front of packed crowd.,-1,Un petit groupe de chrétiens regarde une pratique de choeur.,Un choreau joue devant la foule chargée.
146,A small group of church-goers watch a choir practice.,The pastor and elders watch the choir to make sure they are good.,1,Un petit groupe de chrétiens regarde une pratique de choeur.,Le pasteur et les aînés regardent la chorale pour s'assurer qu'ils sont bons.
147,A dog drops a red disc on a beach.,a dog catch the ball on a beach,2,Un chien goutte un disque rouge sur une plage.,un chien catch the ball on a beach
148,A dog drops a red disc on a beach.,a dog drops a disc with a boy,1,Un chien goutte un disque rouge sur une plage.,un chien goutte un disque avec un garçon
149,A dog drops a red disc on a beach.,a dog drops a red disc,0,Un chien goutte un disque rouge sur une plage.,a dog drops a red disc
150,A man and a woman are walking on a street at the top of a hill.,A married couple walks atop a hill.,1,Un homme et une femme marchent sur une rue au sommet d'une colline.,Un couple marié marche en amont d'une colline.
151,A man and a woman are walking on a street at the top of a hill.,A man and woman walk on a street.,0,Un homme et une femme marchent sur une rue au sommet d'une colline.,Un homme et une femme marchent sur une rue.
152,A man and a woman are walking on a street at the top of a hill.,Two men play catch on a hill.,2,Un homme et une femme marchent sur une rue au sommet d'une colline.,Deux hommes jouent des prises sur une colline.
153,An elderly man is drinking orange juice at a cafe.,An elderly man is drinking apple juice at a bar.,2,Un homme âgé boire du jus d'orange dans un café.,Un homme âgé boire du jus de pomme dans un bar.
154,An elderly man is drinking orange juice at a cafe.,An older gentleman is enjoying his orange juice at a new cafe.,1,Un homme âgé boire du jus d'orange dans un café.,Un gentleman plus âgé apprécie son jus d'orange dans un nouveau café.
155,An elderly man is drinking orange juice at a cafe.,An old man is enjoying a beverage at a cafe.,0,Un homme âgé boire du jus d'orange dans un café.,Un vieux homme savoure une boisson dans un café.
156,A couple holding hands walks down a street.,Two men hold hands while walking down the street.,1,Un couple holding hands walks down a street.,Deux hommes tiennent les mains lorsqu'ils marchent dans la rue.
157,A couple holding hands walks down a street.,There are people sitting on the side of the road.,2,Un couple holding hands walks down a street.,Il y a des personnes assises sur le côté de la route.
158,A couple holding hands walks down a street.,People are holding hands and walking.,0,Un couple holding hands walks down a street.,Les gens tiennent les mains et marchent.
159,A couple walk through a white brick town.,People are walking outdoors.,0,Un couple traverse une ville de briques blanches.,Les gens marchent à l'extérieur.
160,A couple walk through a white brick town.,A man and woman walk in a brown brick city.,2,Un couple traverse une ville de briques blanches.,Un homme et une femme marchent dans une ville de briques brunes.
161,A couple walk through a white brick town.,A man and woman walk through a big city.,1,Un couple traverse une ville de briques blanches.,Un homme et une femme traversent une grande ville.
162,Children going home from school.,The children are at the library.,2,Enfants qui retournent à l'école.,Les enfants sont à la bibliothèque.
163,Children going home from school.,The school children head home.,0,Enfants qui retournent à l'école.,Les enfants de l'école se rendent chez eux.
164,Children going home from school.,The children are walking in the afternooon.,1,Enfants qui retournent à l'école.,Les enfants marchent à l'après-midi.
165,People listening to a choir in a Catholic church.,People are listening to a metal band.,2,Les personnes qui écoutent un choreau dans une église catholique.,Les gens écoutent une bande de métal.
166,People listening to a choir in a Catholic church.,Choir singing in mass.,0,Les personnes qui écoutent un choreau dans une église catholique.,"En masse, le chant du chur est traduit de l'anglais."
167,People listening to a choir in a Catholic church.,People are in mass for a first communion,1,Les personnes qui écoutent un choreau dans une église catholique.,Les gens sont en masse pour une première communion
168,Bicyclists waiting at an intersection.,A bicyclist is sitting down having lunch at the mall.,2,Bicyclistes en attente à une intersection.,Un bicycliste s'asseoira en déjeuner au centre commercial.
169,Bicyclists waiting at an intersection.,The bicyclists are outside.,0,Bicyclistes en attente à une intersection.,Les bicyclistes sont à l'extérieur.
170,Bicyclists waiting at an intersection.,Bicyclists waiting for a car to pass.,1,Bicyclistes en attente à une intersection.,Bicyclistes en attente d'une voiture.
171,Bicyclists waiting at an intersection.,A person on a bike is waiting while the light is green.,1,Bicyclistes en attente à une intersection.,Une personne sur un vélo attend tandis que la lumière est verte.
172,Bicyclists waiting at an intersection.,The bicycles are on a road.,0,Bicyclistes en attente à une intersection.,Les bicyclettes se trouvent sur une route.
173,Bicyclists waiting at an intersection.,A person on a bike is near a street.,0,Bicyclistes en attente à une intersection.,Une personne sur un vélo se trouve près d'une rue.
174,Bicyclists waiting at an intersection.,Bikers stop and wait for traffic at the intersection.,0,Bicyclistes en attente à une intersection.,Les cyclistes s'arrêtent et attendent la circulation à l'intersection.
175,Bicyclists waiting at an intersection.,The bicyclists ride through the mall on their bikes.,2,Bicyclistes en attente à une intersection.,Les bicyclistes traversent le centre commercial sur leurs vélos.
176,Bicyclists waiting at an intersection.,Bicyclists waiting their turn to cross.,0,Bicyclistes en attente à une intersection.,Les cyclistes attendent leur tour de croiser.
